	Name	Mana Cost	CMC	Colors	Type	Rarity	Set	Text	Power	Toughness	Loyalty	Brussels	Nagoya	Phoenix	Total
1249	Cauldron Familiar	{B}	1.0	['Black']	Creature — Cat	Uncommon	ELD	"When Cauldron Familiar enters the battlefield, each opponent loses 1 life and you gain 1 life.
Sacrifice a Food: Return Cauldron Familiar from your graveyard to the battlefield."	1	1	Not a Planeswalker	7	4	0	11
1250	Charming Prince	{1}{W}	2.0	['White']	Creature — Human Noble	Rare	ELD	"When Charming Prince enters the battlefield, choose one —
• Scry 2.
• You gain 3 life.
• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step."	2	2	Not a Planeswalker	15	7	4	26
1251	Charming Prince	{1}{W}	2.0	['White']	Creature — Human Noble	Rare	ELD	"When Charming Prince enters the battlefield, choose one —
• Scry 2.
• You gain 3 life.
• Exile another target creature you own. Return it to the battlefield under your control at the beginning of the next end step."	2	2	Not a Planeswalker	15	7	4	26
1252	Claim the Firstborn	{R}	1.0	['Red']	Sorcery	Uncommon	ELD	Gain control of target creature with converted mana cost 3 or less until end of turn. Untap that creature. It gains haste until end of turn.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	0	4
1253	Dance of the Manse	{X}{W}{U}	2.0	['Blue', 'White']	Sorcery	Rare	ELD	Return up to X target artifact and/or non-Aura enchantment cards each with converted mana cost X or less from your graveyard to the battlefield. If X is 6 or more, those permanents are 4/4 creatures in addition to their other types.	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
1254	Dance of the Manse	{X}{W}{U}	2.0	['Blue', 'White']	Sorcery	Rare	ELD	Return up to X target artifact and/or non-Aura enchantment cards each with converted mana cost X or less from your graveyard to the battlefield. If X is 6 or more, those permanents are 4/4 creatures in addition to their other types.	Not a Creature	Not a Creature	Not a Planeswalker	3	0	0	3
1255	Deafening Silence	{W}	1.0	['White']	Enchantment	Uncommon	ELD	Each player can't cast more than one noncreature spell each turn.	Not a Creature	Not a Creature	Not a Planeswalker	10	1	3	14
1256	Doom Foretold	{2}{W}{B}	4.0	['Black', 'White']	Enchantment	Rare	ELD	At the beginning of each player's upkeep, that player sacrifices a nonland, nontoken permanent. If that player can't, they discard a card, they lose 2 life, you draw a card, you gain 2 life, you create a 2/2 white Knight creature token with vigilance, then you sacrifice Doom Foretold.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	4	8
1257	Doom Foretold	{2}{W}{B}	4.0	['Black', 'White']	Enchantment	Rare	ELD	At the beginning of each player's upkeep, that player sacrifices a nonland, nontoken permanent. If that player can't, they discard a card, they lose 2 life, you draw a card, you gain 2 life, you create a 2/2 white Knight creature token with vigilance, then you sacrifice Doom Foretold.	Not a Creature	Not a Creature	Not a Planeswalker	4	0	4	8
1258	Drown in the Loch	{U}{B}	2.0	['Black', 'Blue']	Instant	Uncommon	ELD	"Choose one —
• Counter target spell with converted mana cost less than or equal to the number of cards in its controller's graveyard.
• Destroy target creature with converted mana cost less than or equal to the number of cards in its controller's graveyard."	Not a Creature	Not a Creature	Not a Planeswalker	65	55	47	167
1259	Edgewall Innkeeper	{G}	1.0	['Green']	Creature — Human Peasant	Uncommon	ELD	Whenever you cast a creature spell that has an Adventure, draw a card. (It doesn't need to have gone on the adventure first.)	1	1	Not a Planeswalker	0	4	0	4
1260	Embercleave	{4}{R}{R}	6.0	['Red']	Legendary Artifact — Equipment	Mythic	ELD	"Flash
This spell costs {1} less to cast for each attacking creature you control.
When Embercleave enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3}"	Not a Creature	Not a Creature	Not a Planeswalker	11	14	10	35
1261	Embercleave	{4}{R}{R}	6.0	['Red']	Legendary Artifact — Equipment	Mythic	ELD	"Flash
This spell costs {1} less to cast for each attacking creature you control.
When Embercleave enters the battlefield, attach it to target creature you control.
Equipped creature gets +1/+1 and has double strike and trample.
Equip {3}"	Not a Creature	Not a Creature	Not a Planeswalker	11	14	10	35
1262	Embereth Shieldbreaker	{1}{R}	2.0	['Red']	Creature — Human Knight	Uncommon	ELD		2	1	Not a Planeswalker	0	2	0	2
1263	Embereth Shieldbreaker	{1}{R}	2.0	['Red']	Creature — Human Knight	Uncommon	ELD		2	1	Not a Planeswalker	0	2	0	2
1264	Emry, Lurker of the Loch	{2}{U}	3.0	['Blue']	Legendary Creature — Merfolk Wizard	Rare	ELD	"This spell costs {1} less to cast for each artifact you control.
When Emry, Lurker of the Loch enters the battlefield, put the top four cards of your library into your graveyard.
{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)"	1	2	Not a Planeswalker	33	28	13	74
1265	Emry, Lurker of the Loch	{2}{U}	3.0	['Blue']	Legendary Creature — Merfolk Wizard	Rare	ELD	"This spell costs {1} less to cast for each artifact you control.
When Emry, Lurker of the Loch enters the battlefield, put the top four cards of your library into your graveyard.
{T}: Choose target artifact card in your graveyard. You may cast that card this turn. (You still pay its costs. Timing rules still apply.)"	1	2	Not a Planeswalker	33	28	13	74
1266	Epic Downfall	{1}{B}	2.0	['Black']	Sorcery	Uncommon	ELD	Exile target creature with converted mana cost 3 or greater.	Not a Creature	Not a Creature	Not a Planeswalker	8	2	1	11
1267	Fabled Passage		0.0	[]	Land	Rare	ELD	{T}, Sacrifice Fabled Passage: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library. Then if you control four or more lands, untap that land.	Not a Creature	Not a Creature	Not a Planeswalker	420	231	483	1134
1268	Fabled Passage		0.0	[]	Land	Rare	ELD	{T}, Sacrifice Fabled Passage: Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library. Then if you control four or more lands, untap that land.	Not a Creature	Not a Creature	Not a Planeswalker	420	231	483	1134
1269	Fae of Wishes	{1}{U}	2.0	['Blue']	Creature — Faerie Wizard	Rare	ELD	"Flying
{1}{U}, Discard two cards: Return Fae of Wishes to its owner's hand."	1	4	Not a Planeswalker	33	18	132	183
1270	Fae of Wishes	{1}{U}	2.0	['Blue']	Creature — Faerie Wizard	Rare	ELD	"Flying
{1}{U}, Discard two cards: Return Fae of Wishes to its owner's hand."	1	4	Not a Planeswalker	33	18	132	183
1271	Fires of Invention	{3}{R}	4.0	['Red']	Enchantment	Rare	ELD	"You can cast spells only during your turn and you can cast no more than two spells each turn.
You may cast spells with converted mana cost less than or equal to the number of lands you control without paying their mana costs."	Not a Creature	Not a Creature	Not a Planeswalker	4	4	0	8
1272	Fires of Invention	{3}{R}	4.0	['Red']	Enchantment	Rare	ELD	"You can cast spells only during your turn and you can cast no more than two spells each turn.
You may cast spells with converted mana cost less than or equal to the number of lands you control without paying their mana costs."	Not a Creature	Not a Creature	Not a Planeswalker	4	4	0	8
1273	Gadwick, the Wizened	{X}{U}{U}{U}	3.0	['Blue']	Legendary Creature — Human Wizard	Rare	ELD	"When Gadwick, the Wizened enters the battlefield, draw X cards.
Whenever you cast a blue spell, tap target nonland permanent an opponent controls."	3	3	Not a Planeswalker	9	10	20	39
1274	Gadwick, the Wizened	{X}{U}{U}{U}	3.0	['Blue']	Legendary Creature — Human Wizard	Rare	ELD	"When Gadwick, the Wizened enters the battlefield, draw X cards.
Whenever you cast a blue spell, tap target nonland permanent an opponent controls."	3	3	Not a Planeswalker	9	10	20	39
1275	Giant Killer	{W}	1.0	['White']	Creature — Human Peasant	Rare	ELD	{1}{W}, {T}: Tap target creature.	1	2	Not a Planeswalker	2	6	0	8
1276	Giant Killer	{W}	1.0	['White']	Creature — Human Peasant	Rare	ELD	{1}{W}, {T}: Tap target creature.	1	2	Not a Planeswalker	2	6	0	8
1277	Gilded Goose	{G}	1.0	['Green']	Creature — Bird	Rare	ELD	"Flying
When Gilded Goose enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{1}{G}, {T}: Create a Food token.
{T}, Sacrifice a Food: Add one mana of any color."	0	2	Not a Planeswalker	33	6	25	64
1278	Gilded Goose	{G}	1.0	['Green']	Creature — Bird	Rare	ELD	"Flying
When Gilded Goose enters the battlefield, create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
{1}{G}, {T}: Create a Food token.
{T}, Sacrifice a Food: Add one mana of any color."	0	2	Not a Planeswalker	33	6	25	64
1279	Gingerbrute	{1}	1.0	[]	Artifact Creature — Food Golem	Common	ELD	"Haste
{1}: Gingerbrute can't be blocked this turn except by creatures with haste.
{2}, {T}, Sacrifice Gingerbrute: You gain 3 life."	1	1	Not a Planeswalker	84	51	24	159
1280	Glass Casket	{1}{W}	2.0	['White']	Artifact	Uncommon	ELD	When Glass Casket enters the battlefield, exile target creature an opponent controls with converted mana cost 3 or less until Glass Casket leaves the battlefield.	Not a Creature	Not a Creature	Not a Planeswalker	1	1	0	2
1281	Glass Casket	{1}{W}	2.0	['White']	Artifact	Uncommon	ELD	When Glass Casket enters the battlefield, exile target creature an opponent controls with converted mana cost 3 or less until Glass Casket leaves the battlefield.	Not a Creature	Not a Creature	Not a Planeswalker	1	1	0	2
1282	Hushbringer	{1}{W}	2.0	['White']	Creature — Faerie	Rare	ELD	"Flying, lifelink
Creatures entering the battlefield or dying don't cause abilities to trigger."	1	2	Not a Planeswalker	1	1	0	2
1283	Hushbringer	{1}{W}	2.0	['White']	Creature — Faerie	Rare	ELD	"Flying, lifelink
Creatures entering the battlefield or dying don't cause abilities to trigger."	1	2	Not a Planeswalker	1	1	0	2
1284	Idyllic Grange		0.0	[]	Land — Plains	Common	ELD	"({T}: Add {W}.)
Idyllic Grange enters the battlefield tapped unless you control three or more other Plains.
When Idyllic Grange enters the battlefield untapped, put a +1/+1 counter on target creature you control."	Not a Creature	Not a Creature	Not a Planeswalker	40	14	53	107
1285	Kenrith, the Returned King	{4}{W}	5.0	['White']	Legendary Creature — Human Noble	Mythic	ELD	"{R}: All creatures gain trample and haste until end of turn.
{1}{G}: Put a +1/+1 counter on target creature.
{2}{W}: Target player gains 5 life.
{3}{U}: Target player draws a card.
{4}{B}: Put target creature card from a graveyard onto the battlefield under its owner's control."	5	5	Not a Planeswalker	3	2	0	5
1286	Korvold, Fae-Cursed King	{2}{B}{R}{G}	5.0	['Black', 'Green', 'Red']	Legendary Creature — Dragon Noble	Mythic	ELD	"Flying
Whenever Korvold, Fae-Cursed King enters the battlefield or attacks, sacrifice another permanent.
Whenever you sacrifice a permanent, put a +1/+1 counter on Korvold and draw a card."	4	4	Not a Planeswalker	3	3	2	8
1287	Linden, the Steadfast Queen	{W}{W}{W}	3.0	['White']	Legendary Creature — Human Noble	Rare	ELD	"Vigilance
Whenever a white creature you control attacks, you gain 1 life."	3	3	Not a Planeswalker	7	2	0	9
1288	Linden, the Steadfast Queen	{W}{W}{W}	3.0	['White']	Legendary Creature — Human Noble	Rare	ELD	"Vigilance
Whenever a white creature you control attacks, you gain 1 life."	3	3	Not a Planeswalker	7	2	0	9
1289	Lovestruck Beast	{2}{G}	3.0	['Green']	Creature — Beast Noble	Rare	ELD	Lovestruck Beast can't attack unless you control a 1/1 creature.	5	5	Not a Planeswalker	38	41	4	83
1290	Lovestruck Beast	{2}{G}	3.0	['Green']	Creature — Beast Noble	Rare	ELD	Lovestruck Beast can't attack unless you control a 1/1 creature.	5	5	Not a Planeswalker	38	41	4	83
1291	Merfolk Secretkeeper	{U}	1.0	['Blue']	Creature — Merfolk Wizard	Common	ELD		0	4	Not a Planeswalker	0	0	4	4
1292	Merfolk Secretkeeper	{U}	1.0	['Blue']	Creature — Merfolk Wizard	Common	ELD		0	4	Not a Planeswalker	0	0	4	4
1293	Murderous Rider	{1}{B}{B}	3.0	['Black']	Creature — Zombie Knight	Rare	ELD	"Lifelink
When Murderous Rider dies, put it on the bottom of its owner's library."	2	3	Not a Planeswalker	279	117	200	596
1294	Murderous Rider	{1}{B}{B}	3.0	['Black']	Creature — Zombie Knight	Rare	ELD	"Lifelink
When Murderous Rider dies, put it on the bottom of its owner's library."	2	3	Not a Planeswalker	279	117	200	596
1295	Mystic Sanctuary		0.0	[]	Land — Island	Common	ELD	"({T}: Add {U}.)
Mystic Sanctuary enters the battlefield tapped unless you control three or more other Islands.
When Mystic Sanctuary enters the battlefield untapped, you may put target instant or sorcery card from your graveyard on top of your library."	Not a Creature	Not a Creature	Not a Planeswalker	3	0	7	10
1296	Mystical Dispute	{2}{U}	3.0	['Blue']	Instant	Uncommon	ELD	"This spell costs {2} less to cast if it targets a blue spell.
Counter target spell unless its controller pays {3}."	Not a Creature	Not a Creature	Not a Planeswalker	216	125	272	613
1297	Agonizing Remorse	{1}{B}	2.0	['Black']	Sorcery	Uncommon	THB	Target opponent reveals their hand. You choose a nonland card from it or a card from their graveyard. Exile that card. You lose 1 life.	Not a Creature	Not a Creature	Not a Planeswalker	40	10	45	95
1298	Alseid of Life's Bounty	{W}	1.0	['White']	Enchantment Creature — Nymph	Uncommon	THB	"Lifelink
{1}, Sacrifice Alseid of Life's Bounty: Target creature or enchantment you control gains protection from the color of your choice until end of turn."	1	1	Not a Planeswalker	23	15	12	50
1299	Alseid of Life's Bounty	{W}	1.0	['White']	Enchantment Creature — Nymph	Uncommon	THB	"Lifelink
{1}, Sacrifice Alseid of Life's Bounty: Target creature or enchantment you control gains protection from the color of your choice until end of turn."	1	1	Not a Planeswalker	23	15	12	50
1300	Anax, Hardened in the Forge	{1}{R}{R}	3.0	['Red']	Legendary Enchantment Creature — Demigod	Uncommon	THB	"Anax's power is equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)
Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This creature can't block."" If the creature had power 4 or greater, create two of those tokens instead."	*	3	Not a Planeswalker	0	0	1	1
1301	Anax, Hardened in the Forge	{1}{R}{R}	3.0	['Red']	Legendary Enchantment Creature — Demigod	Uncommon	THB	"Anax's power is equal to your devotion to red. (Each {R} in the mana costs of permanents you control counts toward your devotion to red.)
Whenever Anax or another nontoken creature you control dies, create a 1/1 red Satyr creature token with ""This creature can't block."" If the creature had power 4 or greater, create two of those tokens instead."	*	3	Not a Planeswalker	0	0	1	1
1302	Aphemia, the Cacophony	{1}{B}	2.0	['Black']	Legendary Enchantment Creature — Harpy	Rare	THB	"Flying
At the beginning of your end step, you may exile an enchantment card from your graveyard. If you do, create a 2/2 black Zombie creature token."	2	1	Not a Planeswalker	0	6	9	15
